id,title,city,company,company_id,experience,employment,schedule,salary_from,salary_to,currency,skills,requirement,responsibility,url,published_at
117505746,Разработчик Back End,Астана,"ALSECO, АО",36731,От 1 года до 3 лет,Полная занятость,Полный день,,,,,"Java 17, 21 на хорошем уровне. Spring Framework, Spring Boot, Spring Data, Spring Security. Знания реляционных БД, SQL.",Участие в разработке Информационной Системы с нуля.,https://hh.ru/vacancy/117505746,2026-04-05T12:19:19+0300
131837293,Кредитный аналитик (МСБ),Астана,Частная компания GoCrowd Limited,5108291,От 3 до 6 лет,Полная занятость,Полный день,500000,800000,KZT,"Анализ рисков, Финансовый анализ, Бизнес-анализ","Высшее образование в сфере финансов, экономики, банковского дела, учета или смежных направлений. Опыт работы кредитным аналитиком, финансовым аналитиком или андеррайтером...","Анализ финансового состояния ИП и юридических лиц. Анализ банковских выписок, финансовой, налоговой, управленческой и иной документации заемщика. Оценка выручки, денежного...",https://hh.ru/vacancy/131837293,2026-04-04T18:41:58+0300
131837103,Java Spring Boot,Астана,OIIYN,11599049,Более 6 лет,Полная занятость,Полный день,,,,"Java, Spring Boot, Apache Kafka, MongoDB, Hibernate, Spring MVC, Spring Web, Apache Maven","Опыт коммерческой разработки от 5 лет. -Уверенное знание Java, Spring Boot. -Опыт работы с микросервисной архитектурой. -Понимание REST API, HTTP...","ERP (Enterprise Resource Planning) — управление бизнесом. -сотрудники (кассиры, кладовщики, официанты, бармены и др.). -учет товаров (оприходование, склад). -финансы и аналитика.",https://hh.ru/vacancy/131837103,2026-04-04T17:47:45+0300
130998190,Менеджер по развитию агробизнеса клиентов,Астана,Alem Agro Holding (АлемАгро Холдинг),3173651,От 3 до 6 лет,Полная занятость,Полный день,,,,"B2B Продажи, Развитие ключевых клиентов, Развитие продаж, FMCG Продажи, Key Account Management, Работа с ключевыми клиентами","Опыт: от 3 лет в активных B2B продажах (FMCG, дистрибуция, финансы, агро). Навыки: сильные переговорные способности, аналитическое мышление...","Комплексный подход: работа ведется с экономикой всего хозяйства клиента. Инструментарий: в распоряжении менеджера семена, средства защиты растений (СЗР), удобрения, агросервис...",https://hh.ru/vacancy/130998190,2026-04-04T12:20:24+0300
131835461,Помощник/Ассистент руководителя/Project/Executive Assistant,Астана,ДХС InDiGo,4104117,От 1 года до 3 лет,Полная занятость,Полный день,350000,500000,KZT,"Деловая переписка, Деловая коммуникация, Организаторские навыки, Административная поддержка руководителя, Организация мероприятий, Документооборот, Подготовка презентаций, Деловое общение, Организация встреч, Проведение презентаций, Организация деловых поездок, Исполнение личных поручений руководителя, Внутренние коммуникации, Контроль исполнения решений, Планирование рабочего дня руководителя",Работать быстро и без лишних инструкций. Для меня эта позиция высокого доверия. Для вас - большого опыта и потенциального роста.,С вами руководитель чувствует разгрузку и освобождение времени и. Зона ответственности. 1. Управление временем и фокусом руководителя. Планирование и структурирование...,https://hh.ru/vacancy/131835461,2026-04-04T12:15:55+0300
131835048,"Специалист в отдел ""Маркетинга и мероприятий"" (ТРЦ Ханшатыр)",Астана,Mall Management Company,1949864,От 1 года до 3 лет,Полная занятость,Полный день,300000,300000,KZT,,Грамотностью. Ответственное отношение к обязанностям.,"Полное ведение Instagram: от сторис до планирования сетки. Production полного цикла: придумывать сценарии, снимать и монтировать динамичные Reels и обзоры.",https://hh.ru/vacancy/131835048,2026-04-04T10:57:12+0300
130985533,Downpayment Process Advisor,Астана,Alstom,1129364,От 3 до 6 лет,Полная занятость,Полный день,,,,"Английский язык, Работа с большим объемом информации, SAP, Finance Controlling, Аналитическое мышление","University degree / Bachelor’s degree in a relevant field. At least 3 years of experience in accounting, consolidation, or audit.",Collaborating with cross-functional teams to ensure data accuracy and relevance. Acting as a business partner in specific financial projects.,https://hh.ru/vacancy/130985533,2026-04-04T08:03:02+0300
131831211,Аналитик по операционной и регуляторной деятельности (МФЦА)/Financial & Regulatory Operations,Астана,ЧК LEGAL & COMPLIANCE GROUP LTD.,12497007,Нет опыта,Полная занятость,Полный день,200000,,KZT,"Английский язык, Работа с большим объемом информации, MS PowerPoint, Документооборот, Аналитическое мышление, Точность и внимательность к деталям, Письменный перевод",Высшее образование. Знание английского языка (В2 и выше).,Выполнение аналитических задач в сфере права и деятельности Международного финансового центра Астана. Отслеживание изменений в финансовом законодательстве и нормативных актах...,https://hh.ru/vacancy/131831211,2026-04-03T19:07:38+0300
130977063,Software Systems Engineer / Architect,Астана,Itransition,204511,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,,"CI/CD, UML, DevOps, SOLID","Degree in Software Engineering, Systems Engineering, Computer Science, or related discipline. Strong understanding of systems engineering principles. Solid background in...","Develop and maintain system architecture, interfaces, and data flows. Contribute to software design and define interfaces between subsystems.",https://hh.ru/vacancy/130977063,2026-04-03T17:22:29+0300
131825375,Тестировщик/QA-инженер,Астана,KazInSys,1151992,От 1 года до 3 лет,Полная занятость,Полный день,150000,,KZT,,Опыт ручного тестирования веб-приложений. Знание жизненного цикла разработки ПО и принципов тестирования. Умение грамотно оформлять баг-репорты и технически...,"Разработка и ведение тестовой документации (тест-кейсы, чек-листы, баг-репорты). Проведение функционального, регрессионного, интеграционного тестирования веб-приложений.",https://hh.ru/vacancy/131825375,2026-04-03T15:51:01+0300
131824644,.NET разработчик,Астана,Bright Technologies,11885232,От 1 года до 3 лет,Полная занятость,Удаленная работа,1000000,1200000,KZT,".NET Core, ASP.NET, Kafka, PostgreSQL, SQL","Опыт работы в качестве back-end разработчика не менее 3 лет. Опыт в разработке и интеграции RESTful API, брокеров сообщений.","Разработка RESTful API для B2B-платформы. Интеграция с внешними сервисами (CRM, 1C, Bitrix24, ЭДО).",https://hh.ru/vacancy/131824644,2026-04-03T15:34:32+0300
131823118,Customer Support Engineer,Астана,Аспирити,2471546,От 1 года до 3 лет,Полная занятость,Удаленная работа,20,,USD,"Английский язык, Деловая коммуникация","Intercom или аналоги (Zendesk, Freshdesk). API дебаг: Postman, curl, DevTools. Английский B2–C1. Готовность к дежурствам.","L3 поддержка (Intercom, Jira, email, телефон). Обработка критических инцидентов (P1) по SLA. Дежурства (смены, выходные, праздники).",https://hh.ru/vacancy/131823118,2026-04-03T15:03:43+0300
131822647,Инженер информационной безопасности (SecOps),Астана,IT Холдинг Kazdream,10438633,От 3 до 6 лет,Полная занятость,Полный день,,,,,"Опыт работы в SecOps, Network Security или смежных областях от 2–3 лет. Отличное понимание сетевого стека: TCP/IP, HTTP...","Мониторинг и обеспечение безопасности сетевой инфраструктуры организации. Управление сетевыми средствами безопасности: фаерволы, IDS/IPS, фильтрация трафика и политики безопасности.",https://hh.ru/vacancy/131822647,2026-04-03T14:53:32+0300
131821823,Операционный директор сети кофеен,Астана,Coffee Boom,12509834,Более 6 лет,Полная занятость,Полный день,1500000,,KZT,,"Обязательный опыт работы операционным директором, директором в сетевых проектах или крупных компаниях. Глубокое понимание операционных процессов (HoReCa). Сильные навыки управления...","Полное управление операционной деятельностью сети кофеен. Повышение эффективности бизнеса: выручка, прибыль, KPI. Оптимизация и автоматизация бизнес-процессов. Управление командой.",https://hh.ru/vacancy/131821823,2026-04-03T14:35:55+0300
131820950,"Контент-менеджер программы ""Шахматы в образовании""",Астана,Республиканское общественное объединение Казахстанская Федерация Шахмат,1891098,От 3 до 6 лет,Полная занятость,Полный день,,,,"Подготовка презентаций, Грамотная письменная речь, Публикация контента, Ведение соцсетей, Посты для социальных сетей, Деловые коммуникации, Сбор информации в различных источниках, Разработка контент-плана, SMM",Базовые навыки мобильной видеосъёмки и монтажа — обязательны. Подготовка визуальных материалов (самостоятельно или с дизайнерами). Разработка сценариев для видеороликов и мультимедийного...,"Работа с менеджером по продвижению и руководителем программы. Сотрудничество с координаторами, ивент- и проект-менеджерами, дизайнерами. Разработка контент-плана (месяц...",https://hh.ru/vacancy/131820950,2026-04-03T14:15:32+0300
131819025,Директор Казевромобайл,Астана,"Beeline, ТМ",135317,Более 6 лет,Полная занятость,Полный день,,,,,1) Высшее образование. 2) Опыт работы: от 6-х лет в банковской сфере или телекоммуникаций. 3) Дополнительные знания и навыки...,"A) Формирует, постоянно актуализирует и реализует операционную стратегию развития цифровых продуктов и сервисов Компании. B) Участвует в формировании маркетингового плана...",https://hh.ru/vacancy/131819025,2026-04-03T13:37:18+0300
131818626,Куратор-преподаватель в школу программирования CAP EDU,Астана,Mutayev & CO,5903534,От 1 года до 3 лет,Частичная занятость,Удаленная работа,150000,450000,KZT,"JavaScript, HTML, Python, CSS, Tilda, Figma, Lua, Организаторские навыки, Ответственность","Свободный казахский и русский язык. IT-бэкграунд (в т.ч.студент или выпускник). Знание хотя бы одного направления: Python, Web (HTML, CSS...",Проведение онлайн-занятий 2 раза в неделю. Группы до 8 учеников. Поддержание вовлечённости учеников. Контроль дисциплины на уроках.,https://hh.ru/vacancy/131818626,2026-04-03T13:27:35+0300
131816231,Senior Manager of Participants Support,Астана,Astana International Financial Centre Authority,10317975,От 3 до 6 лет,Полная занятость,Полный день,,,,,"Bachelor’s degree in Business Administration, Finance, Legal, Economics, or related fields; Master’s degree preferred. Certifications in Compliance, Risk...","Provide guidance to prospective and existing AIFC participants on registration, post‑registration processes, and regulatory requirements, focusing on strategic and...",https://hh.ru/vacancy/131816231,2026-04-03T12:36:05+0300
131810073,Director of Participant Support & Business Relations Department,Астана,Astana International Financial Centre Authority,10317975,Более 6 лет,Полная занятость,Полный день,,,,"Customer Service, Leadership Skills, Аналитическое мышление, Customer Relationship Management, Работа с базами данных","Bachelor’s degree in Business Administration, Finance, Legal Studies, Economics, or related field; Master’s degree preferred. Certifications in Compliance...","Utilize data analytics to monitor and analyze participant interactions, identify areas for improvement, and make informed decisions to enhance service...",https://hh.ru/vacancy/131810073,2026-04-03T10:34:05+0300
131809988,HR менеджер,Астана,BI Group,11963936,От 1 года до 3 лет,Полная занятость,Полный день,,500000,KZT,,"Опыт работы в HR не менее 2 лет, желательно в образовательной среде или сфере услуг. Знание трудового законодательства РК.","1. Подбор и адаптация персонала. Полный цикл подбора сотрудников. Организация и проведение собеседований. Организация онбординга для новых сотрудников, включая welcome...",https://hh.ru/vacancy/131809988,2026-04-03T10:32:47+0300
131805536,Information Security engineer,Астана,GROUP-IB TSHK,10776059,От 3 до 6 лет,Полная занятость,Удаленная работа,,,,,"Hands-on SIEM engineering experience (data integration, parsing/normalization, ingestion troubleshooting). Experience with XDR/EDR platforms (policy configuration, exclusions, response...","Integrate data sources (endpoint, network, cloud, application) and develop/maintain parsers and normalization rules. Troubleshoot ingestion and data quality issues...",https://hh.ru/vacancy/131805536,2026-04-03T09:07:07+0300
131414748,SMM менеджер,Астана,"КазГЮУ, АО",155987,От 1 года до 3 лет,Полная занятость,Полный день,,,,SMM,"Глубокое понимание digital-маркетинга, storytelling и визуальной коммуникации. Навыки сценарного письма, копирайтинга и креативной упаковки контента. Владение инструментами: CapCut, Canva...","Разработка и реализация контент-стратегии в соцсетях (Instagram, TikTok). Создание креативных Reels и коротких видео с использованием современных AI-инструментов.",https://hh.ru/vacancy/131414748,2026-04-03T08:44:16+0300
131804390,Объектный менеджер по продажам,Астана,QAZCLINKER,9249284,От 1 года до 3 лет,Полная занятость,Полный день,400000,1200000,KZT,"Активные продажи, Анализ конкурентной среды, Поиск и привлечение клиентов, Консультирование клиентов, Холодные продажи, Теплые продажи, Планирование продаж, Заключение договоров, Консультативные продажи, Выявление потребностей","Высшее или среднее специальное образование (желательно в области строительства, инженерии или экономики). Опыт в продажах строительных материалов (фасадные материалы, кровельные...","Презентовать и продавать фасадные панели и подсистемы для вентилируемых фасадов. Активный поиск и привлечение новых клиентов (строительные компании, подрядчики, дилеры).",https://hh.ru/vacancy/131804390,2026-04-03T08:32:59+0300
131803032,Системный администратор,Астана,"Small, ТМ (Скиф Трейд, ТОО)",648250,От 3 до 6 лет,Полная занятость,Полный день,,,,"Администрирование серверов Linux, Windows Server, KVM, Proxmox, Ansible",Хорошее понимание архитектуры compute / virtualization / storage. Опыт работы с системами виртуализации (RHEV\OpenStack) и серверным оборудованием enterprise-уровня.,"Эксплуатировать и развивать инфраструктурный контур компании: серверы, виртуализацию, storage и смежные инфраструктурные сервисы. Участвовать в развитии и эксплуатации собственного ЦОД.",https://hh.ru/vacancy/131803032,2026-04-03T07:40:50+0300
131799344,Оператор блока ручной разметки/футбольный аналитик,Астана,BigBro,11107543,Нет опыта,Частичная занятость,Удаленная работа,200,500,EUR,,достаточно усидчив(а). - готов(а) работать на личном компьютере. - работу в сфере IT и AI.,"Мы разрабатываем систему футбольной видео аналитики, работающую на базе computer vision. С помощью одной камеры, установленной около футбольного поля, мы...",https://hh.ru/vacancy/131799344,2026-04-03T01:07:05+0300
131799041,Social-Emotional Counselor,Астана,Kazakhstan International School Astana,5802690,От 3 до 6 лет,Полная занятость,Полный день,,,,,Degree in Psychology or Educational Psychology. Eligibility to work as a psychologist under Republic of Kazakhstan regulations. Minimum 3 years...,Student support plans. Student support meeting minutes. Compliance with confidentiality and data protection requirements. Regular and effective communication with teachers...,https://hh.ru/vacancy/131799041,2026-04-02T22:59:00+0300
131797852,Python-разработчик,Астана,Proxymo,5686879,От 3 до 6 лет,Полная занятость,Удаленная работа,500000,900000,KZT,"Python, PostgreSQL, PyTorch, FastAPI, Docker, Linux, Spring Cloud","Уверенное владение Python и ML-стеком (Pandas, Scikit-learn, PyTorch/TensorFlow). Понимание математики и статистики, стоящую за алгоритмами.","Искать и тестировать новые подходы и решения, адаптируя их под наши нужды. Самостоятельно разворачивать модели в продакшн-среде.",https://hh.ru/vacancy/131797852,2026-04-02T20:07:42+0300
131792341,Digital - маркетолог в американскую компанию,Астана,The Future Company,4941265,От 1 года до 3 лет,Полная занятость,Удаленная работа,270000,,KZT,,"Контролировать дедлайны и процессы. У вас английский не ниже C1 (свободный, рабочий). Ответственность, внимательность и обучаемость. Исполнительность, аналитический склад...","Отбирать и анализировать блогеров для работы. Разрабатывать сценарии и тестировать гипотезы. Работать с Google Sheets, Trello, аналитикой. Ежедневно вести коммуникацию...",https://hh.ru/vacancy/131792341,2026-04-02T16:12:41+0300
131787505,Коммерческий директор,Астана,SAPA Logistics,1903648,От 3 до 6 лет,Полная занятость,Полный день,700000,700000,KZT,"Управление продажами, Развитие продаж, Планирование продаж, Активные продажи, Анализ рынка, Деловое общение",Опыт работы коммерческим директором / руководителем продаж от 3–5 лет. Обязательный опыт в привлечении клиентов и развитии продаж.,"Разработка и реализация коммерческой стратегии компании. Увеличение выручки и прибыли заведений. Поиск и привлечение клиентов (B2B, корпоративные заказы...",https://hh.ru/vacancy/131787505,2026-04-02T14:39:17+0300
127780979,Преподаватель Python и Roblox в онлайн-школу программирования,Астана,IT школа Hello World,3407499,Нет опыта,Полная занятость,Удаленная работа,50000,,RUR,"Python, Преподаватель, Roblox, Lua, Учитель, Онлайн, Программирование, HTML, CSS, JavaScript","Знание одного или нескольких языков программирования/ образование или опыт работы в IT. Готовность преподавать Python и Roblox, Frontend можно взять...","Мы — детская онлайн-школа ""Hello World"", которая обучает детей программированию, ментальной арифметике и скорочтению. Frontend. Проводить индивидуальные онлайн-уроки по...",https://hh.ru/vacancy/127780979,2026-04-02T13:51:55+0300
131784276,Housekeeping Supervisor/Супервайзер Хозяйственного Отдела,Астана,The St. Regis Astana,1377138,От 3 до 6 лет,Полная занятость,Полный день,,,,,BSc Hotel Management preferred. Extensive experience in the relevant field.,"To conduct pre-shift briefings and regular communications meetings, ensuring that they are effective and conducted as necessary.",https://hh.ru/vacancy/131784276,2026-04-02T13:46:10+0300
130926117,Специалист по информационной безопасности,Астана,Freedom Telecom Operations,10744859,От 3 до 6 лет,Полная занятость,Полный день,,,,"Risk assessment, risk treatment, residual risk, ISO/IEC 27001, COBIT, NIST, Знание принципов secure SDLC, Участие в развитии и поддержке процессов GRC, Участие в расследовании инцидентов информационной безопасности","Знание принципов secure SDLC и базовых требований к безопасной разработке. Опыт анализа потоков данных (data flow), построения схем и оценки...","Участие в развитии и поддержке процессов GRC (Governance, Risk, Compliance). - Проведение оценки и управления ИТ и бизнес-рисками. -",https://hh.ru/vacancy/130926117,2026-04-02T13:40:54+0300
130193390,"Преподаватель курса ""Разработка программного обеспечения""",Астана,ITSTEP Academy Kazakhstan,5245543,От 1 года до 3 лет,Частичная занятость,Гибкий график,,,,"Преподавание, Java, JavaScript, Python, Обучение и развитие, Разработка технических заданий, Организаторские навыки, Групповое обучение, C++, С#, Разработка ПО, Django Rest Framework, HTML, React, React Native, UML, Kubernetes, Docker, Docker-compose, MS SQL, Конференции, Информационная безопасность","Ключевые навыки. Языки программирования: Python, C++, C#, Java, JavaScript. Фреймворки и платформы: .NET, ASP.NET, ADO.NET, React. Доменная область: Fintech.",AI/ML: разработка на Python (AI). Базы данных: MS SQL Server. Инфраструктура: Docker. Преподавание курсов по разработке программного обеспечения для...,https://hh.ru/vacancy/130193390,2026-04-02T12:54:15+0300
131709648,Senior Technical Engineer (Bozoi),Астана,UCC Holding,12257181,Более 6 лет,Полная занятость,Гибкий график,,1300000,KZT,,"Relevant engineering experience in the oil & gas industry. Gas Pipeline experience. Experience working with engineering software such as AutoCAD, AVEVA...","Assist in the development of specifications, technical drawings, data sheets, and procedures. Support equipment selection, sizing, and performance evaluation.",https://hh.ru/vacancy/131709648,2026-04-02T12:45:25+0300
131777212,Торговый представитель,Астана,Держава-2026,12695010,От 1 года до 3 лет,Полная занятость,Полный день,300000,600000,KZT,"Поиск и привлечение клиентов, Современная розница, Аналитика продаж, Навыки переговоров",,,https://hh.ru/vacancy/131777212,2026-04-02T12:04:04+0300
131771299,Менеджер по продажам онлайн-курсов (горячие лиды),Астана,Kazakhstan Trade events,5472055,От 1 года до 3 лет,Полная занятость,Полный день,500000,1500000,KZT,,"Амбициозен и ориентирован на высокий доход, а не «стабильную зарплату». Привык(-ла) делать любую задачу очень хорошо, просто неспособен делать...","Консультировать клиентов по вопросам обучения (курсы, программы, менторства). Работать исключительно с теплыми и горячими лидами (входящий поток). Проводить продажи через...",https://hh.ru/vacancy/131771299,2026-04-02T10:33:00+0300
131771066,Sales Manager/Pre-Sale,Астана,Cuman,869211,От 3 до 6 лет,Полная занятость,Полный день,,,,"B2B Продажи, Активные продажи, Прямые продажи, Проведение переговоров, Работа с возражениями, Управление продажами, Аналитика продаж, Key Account Management, Sales Skills, Поиск и привлечение клиентов, Подготовка коммерческих предложений, B2G продажи","Опыт работы в сфере продаж не менее 5 лет. Опыт продаж на зарубежных рынках будет преимуществом. Нестандартное мышление, умение находить...","Планирование и реализация стратегии продаж: Разработка и внедрение всеобъемлющей стратегии продаж, направленной на достижение бизнес-целей. Разработка и внедрение процессов...",https://hh.ru/vacancy/131771066,2026-04-02T10:29:16+0300
131769628,Руководитель проектов,Астана,Глобал каз коннект,12706703,От 3 до 6 лет,Полная занятость,Удаленная работа,900000,,KZT,"Жизненный цикл команды, Организация работы сотрудников","У нас есть готовая стратегия, архитектура и понимание рынка. Опыт управления: от 4-х лет в IT-менеджменте, в идеале...","С помощью AI-аналитики и компьютерного зрения мы превращаем пассивную запись в систему мгновенного реагирования, которая спасает жизни.",https://hh.ru/vacancy/131769628,2026-04-02T10:04:56+0300
131111409,"Менеджер B2B-продаж (VR-тренажеры, цифровые решения для промышленности)",Астана,Деловые информационные системы Казахстан,12651613,От 3 до 6 лет,Полная занятость,Удаленная работа,450000,1200000,KZT,"B2B Продажи, Проведение презентаций, Работа на выставках, Подготовка коммерческих предложений, Телефонные переговоры, Развитие продаж, Заключение договоров, Работа с CRM, Выявление потребностей","Мы не заставляем менеджеров тонуть в рутине. AI-агенты помогают: — Опыт B2B-продаж от 1 года (IT, оборудование...",Well Compliance — цифровизация охраны труда и промышленной безопасности. Видеоаналитика + компьютерное зрение — контроль нарушений и предиктивная аналитика. — теплыми лидами от...,https://hh.ru/vacancy/131111409,2026-04-02T07:50:43+0300
131762802,Аналитик бизнес-процессов,Астана,НАО «Национальная гидрогеологическая служба «Казгидрогеология»,12673860,От 1 года до 3 лет,Полная занятость,Полный день,,,,"Анализ бизнес-процессов, Описание бизнес-процессов, Оптимизация бизнес-процессов, Приемочное тестирование, Аналитическое мышление, Реинжиниринг бизнес-процессов, Моделирование бизнес-процессов, Анализ требований, Постановка задач разработчикам, Разработка технических заданий, Бизнес-анализ, Figma",Опыт работы не менее трех лет в области анализа и проектирования бизнес-процессов. Знание методологий моделирования и анализа требований.,Сбор и анализ требований заказчика. Моделирование бизнес-процессов AS-IS / TO-BE. Разработка отчетов об обследовании бизнес-процессов.,https://hh.ru/vacancy/131762802,2026-04-02T07:30:34+0300
131759512,Таргетолог,Астана,Тайбурыл-Астана,5397775,От 1 года до 3 лет,Полная занятость,Гибкий график,250000,500000,KZT,"Таргетинг, Интернет-реклама, Продвижение бренда",Опыт работы с таргетом (обязательно). Понимание воронки и аналитики. Ответственность и соблюдение сроков. Умение доводить проект до результата. Опыт.,"Формат работы: Настройка и запуск таргетированной рекламы (Instagram / Facebook / TikTok — плюсом). Работа с креативами (ТЗ, идеи, тесты). Оптимизация рекламы по...",https://hh.ru/vacancy/131759512,2026-04-01T23:24:37+0300
131745184,Quality Technical Advisor,Астана,"Wabtec Corporation, ТМ (Филиал компании «Транспортейшн Глоубэл Эл-Эл-Си»в Республике Казахстан)",4070739,От 3 до 6 лет,Полная занятость,Полный день,,,,,"...audits, quality issues). Experience using quality tools, audits, or continuous improvement methodologies. Basic data analysis skills (Excel or similar tools).",Act as the primary quality contact for assigned manufacturing areas. Provide hands‑on quality support on the shop floor.,https://hh.ru/vacancy/131745184,2026-04-01T14:38:27+0300
131744265,Junior Software Engineer (Gameplay),Астана,Playrix,9056925,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,,"C++, Unity, Unreal Engine, iOS, Android, GameDev, OpenGL, Game Programming, игры, Match-3, Верстка",Опыт разработки коммерческих проектов на C++ и/или Unity от 1 года. Опыт использования AI-инструментов для ускорения разработки и...,"Программирование игровой логики и фичей. UI-разработка: структура окон, работа с UI Kit, интеграция визуала в движок. Декомпозиция, оценка и...",https://hh.ru/vacancy/131744265,2026-04-01T14:22:14+0300
131739341,Manager of the Department of Documentation Support,Астана,Nazarbayev University,734745,От 3 до 6 лет,Полная занятость,Полный день,,,,,4) ability to make a forecast based on available data. 5) experience in preparing reports and analytical notes.,1) translates incoming correspondence (from external counter parties) addressed to the President of the University into English. 2) co-administers...,https://hh.ru/vacancy/131739341,2026-04-01T12:54:01+0300
131738836,Маркетолог / Бренд-стратег премиум-сегмента,Астана,Stroy Invest Capital,9141762,От 3 до 6 лет,Частичная занятость,Удаленная работа,750000,,KZT,"Маркетинговый анализ, Маркетинговые коммуникации, Продвижение бренда, Разработка контент-плана, Запуск PR-кампании, Анализ конкурентной среды, Редактирование текстов, Позиционирование бренда, Веб-аналитика",Подтверждённый опыт работы с премиальными / элитными проектами. Понимание психологии элитной аудитории и закрытых сообществ. Навыки стратегического мышления и аналитики.,"Эксклюзивные проекты, работа с элитной аудиторией, формирование закрытого и статусного бренда. Формирование позиционирования проекта как символа статуса и исключительности.",https://hh.ru/vacancy/131738836,2026-04-01T12:43:47+0300
131737079,Pyhton Full-Stack Developer,Астана,Shalkar Innovations,11738146,От 3 до 6 лет,Полная занятость,Полный день,450000,850000,KZT,"PostgreSQL, Kafka, REST API, Django Framework, FastAPI, Redis, Celery, VueJS, TypeScript, Docker, Kubernetes, SOAP, JWT, SQLAlchemy, Git, HTML5, CSS3, DRF",Коммерческий опыт разработки на Python 3.x(2+ года) и JavaScript/TypeScript(1+). - Опыт в построении backend архитектуры...,"Разработка, поддержка и развитие микросервисной архитектуры. - Проектирование, разработка и поддержка REST и SOAP API. - Разработка новых сервисов, а также развитие...",https://hh.ru/vacancy/131737079,2026-04-01T12:10:24+0300
131736835,Dynamics 365 Technical Solution Architect,Астана,Itransition,204511,От 3 до 6 лет,Полная занятость,Удаленная работа,,,,"Английский язык, Supply Chain Management, Microsoft Dynamics 365 Finance, CoC, Lifecycle Services, Trace Parser, SQL insights, LCS monitoring","Mastery of Data Entities, DIXF/Data Management Framework, and Business Events. Experience with Lifecycle Services (LCS), Visual Studio, and Azure...",Design data migration strategies and govern data quality and data architecture throughout the project lifecycle. Define and review integration security...,https://hh.ru/vacancy/131736835,2026-04-01T12:07:08+0300
131736196,Контент-мейкер / Reels Creator,Астана,Kid Security Limited,4594706,От 1 года до 3 лет,Полная занятость,Удаленная работа,700,1000,USD,"Продвижение бренда, Создание вирусного контента, PR-стратегия, Написание рекламных сценариев, Рекламная съемка, Видеомонтаж, Обработка видео",Опыт от 1 года по генерации смыслов. Готов выдавать 30–40 качественных сценариев и роликов в месяц. Что ты будешь...,"Высокая нассмотренность: есть кейсы роликов, набравших 100k+ 500k+ просмотров. - Разработка контент-плана на 1-3 месяца. - Создавать виральность.",https://hh.ru/vacancy/131736196,2026-04-01T11:57:31+0300
131736187,Senior Golang-разработчик,Астана,IT Холдинг Kazdream,10438633,Более 6 лет,Полная занятость,Полный день,,,,,Опыт разработки на Golang от 5 лет. Умение писать тесты. Знание паттернов проектирования современного ПО. Знание web-безопасности.,"Участие в обсуждении процессов разработки, освоение новых технологий. Участие в разработке высоконагруженных проектов. Разработка back-end приложений для проектов компании...",https://hh.ru/vacancy/131736187,2026-04-01T11:57:18+0300
131197540,Главный бухгалтер,Астана,Алтай-2016,9844849,От 3 до 6 лет,Полная занятость,Полный день,450000,500000,KZT,"Бухгалтерская отчетность, Расчет заработной платы",Опыт работы в общепите на аналогичной позиции от 3 лет. Знание программы Айко.,Организации бухгалтерского учета. Контроль кассовой дисциплины. Начисление заработной платы. Финансовая отчетность и контроль. Аналитика. Контроль работы бухгалтерии.,https://hh.ru/vacancy/131197540,2026-04-01T11:34:16+0300
131724561,SMM-менеджер,Астана,Skill Hub,10277644,От 1 года до 3 лет,Полная занятость,Гибкий график,200000,200000,KZT,"SMM, Adobe Photoshop, Графический дизайн, Социальные сети, Интернет-реклама, SMM-стратегия, Копирайтинг, Сторисмейкинг","Знание соцсетей: Instagram, TikTok, Telegram (алгоритмы, тренды). Навыки создания контента (фото/видео съемка автомобилей). Монтаж видео (CapCut, InShot, Adobe Premiere...","Ведение и развитие соцсетей (Instagram, TikTok, Telegram и др.). Составление контент-плана (акции, авто в наличии, обзоры, кейсы клиентов).",https://hh.ru/vacancy/131724561,2026-04-01T08:58:52+0300
131724238,"Администратор магазина Gant, ТРЦ Mega Silk Way",Астана,Intermode (Интермоде),10298205,От 1 года до 3 лет,Полная занятость,Полный день,,,,"Обучение персонала, Кассовые операции, Розничная торговля, 1С: Предприятие 8, Обслуживание покупателей, Администрирование, Управление товарными запасами, Управленческая отчетность, Административное управление, Внутренний контроль","Высшее/неоконченное высшее образование. Опыт работы в руководящей должности в магазине одежды – от 1 года. Опыт личных продаж, знание экономики...","Контроль организации продажи одежды‚ обуви и аксессуаров. Контроль привлечения покупателей; ведение клиентской базы, организация бесперебойной работы магазина. Контроль поддержания стандартов...",https://hh.ru/vacancy/131724238,2026-04-01T08:50:32+0300
